"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","ag","bg","cg","C1","C2","CV",
1.2846,-1.5412,0.4644,-0.050626,-2.4548,11.644,-1.1357,52.2454,-0.8,,,,,,,,
1.1539,-1.307,0.37537,-0.041988,-2.4968,12.1434,-1.1894,54.4858,-0.7,,,,,,,,
1.043,-1.1083,0.25244,-0.031391,-2.5282,12.5306,-1.2337,56.2233,-0.6,,,,,,,,
0.94906,-0.93988,0.26708,-0.025976,-2.5542,12.8604,-1.2695,57.7029,-0.5,,,,,,,,
0.86936,-0.79704,0.16306,-0.021507,-2.5757,13.14,-1.3,58.9574,-0.4,,,,,,,,
0.80176,-0.6759,0.081152,-0.01221,-2.5879,13.3014,-1.3221,59.6817,-0.3,,,,,,,,
0.74445,-0.57318,0.0065663,-0.0043859,-2.5923,13.3598,-1.3331,59.944,-0.2,,,,,,,,
0.69584,-0.48607,-0.061867,0.002765,-2.5895,13.323,-1.3341,59.7785,-0.1,,,,,,,,
0.65462,-0.4122,-0.12405,0.0092956,-2.5802,13.1997,-1.3261,59.2254,0,,,,,,,,
0.61966,-0.34955,-0.17973,0.015189,-2.565,13.0007,-1.31,58.3326,0.1,,,,,,,,
0.59002,-0.29643,-0.22878,0.020426,-2.5446,12.7379,-1.2869,57.1532,0.2,,,,,,,,
0.56488,-0.25138,-0.27121,0.025,-2.5196,12.4234,-1.2581,55.7421,0.3,,,,,,,,
0.54357,-0.21317,-0.30721,0.028921,-2.4907,12.0692,-1.2246,54.1531,0.4,,,,,,,,
0.52549,-0.18077,-0.33708,0.032215,-2.4584,11.6866,-1.1878,52.4364,0.5,,,,,,,,
0.51016,-0.1533,-0.36126,0.034917,-2.4235,11.2856,-1.1486,50.637,0.6,,,,,,,,
0.49716,-0.13,-0.38024,0.037075,-2.3865,10.8748,-1.108,48.794,0.7,,,,,,,,
0.48613,-0.11024,-0.39455,0.03874,-2.3477,10.4616,-1.0668,46.9399,0.8,,,,,,,,
0.47679,-0.09349,-0.40475,0.039965,-2.3077,10.0517,-1.0257,45.101,0.9,,,,,,,,
0.46886,-0.079281,-0.41138,0.040807,-2.2669,9.6498,-0.98508,43.2976,1,,,,,,,,
0.46213,-0.067232,-0.41495,0.041317,-2.2256,9.2592,-0.94545,41.5451,1.1,,,,,,,,
0.45643,-0.057014,-0.41594,0.041545,-2.1841,8.8825,-0.90708,39.8545,1.2,,,,,,,,
0.4516,-0.048349,-0.41478,0.041536,-2.1425,8.5211,-0.87018,38.233,1.3,,,,,,,,
0.4475,-0.041001,-0.41186,0.041332,-2.1012,8.176,-0.83486,36.6849,1.4,,,,,,,,
0.44402,-0.03477,-0.40752,0.040969,-2.0602,7.8479,-0.8012,35.2124,1.5,,,,,,,,
0.44107,-0.029486,-0.40205,0.040478,-2.0198,7.5365,-0.76922,33.8155,1.6,,,,,,,,
0.43857,-0.025004,-0.3957,0.039887,-1.9799,7.2418,-0.73892,32.4932,1.7,,,,,,,,
0.43645,-0.021204,-0.38869,0.03922,-1.9407,6.9633,-0.71026,31.2435,1.8,,,,,,,,
0.43465,-0.017982,-0.38121,0.038495,-1.9022,6.7003,-0.68318,30.0637,1.9,,,,,,,,
0.43313,-0.015249,-0.37339,0.03773,-1.8644,6.4523,-0.65763,28.9505,2,,,,,,,,
0.43184,-0.012931,-0.36536,0.036937,-1.8275,6.2183,-0.63353,27.9006,2.1,,,,,,,,
0.43074,-0.010966,-0.35723,0.036129,-1.7914,5.9976,-0.61079,26.9106,2.2,,,,,,,,
0.42981,-0.0092994,-0.34907,0.035315,-1.756,5.7895,-0.58936,25.9768,2.3,,,,,,,,
0.42902,-0.0078861,-0.34095,0.034501,-1.7215,5.5932,-0.56913,25.0959,2.4,,,,,,,,
0.42835,-0.0066876,-0.33293,0.033694,-1.6879,5.4079,-0.55005,24.2644,2.5,,,,,,,,
0.42778,-0.0056712,-0.32503,0.032898,-1.655,5.2328,-0.53204,23.4791,2.6,,,,,,,,
0.4273,-0.0048093,-0.3173,0.032117,-1.6228,5.0675,-0.51501,22.737,2.7,,,,,,,,
0.4269,-0.0040784,-0.30975,0.031353,-1.5915,4.911,-0.49892,22.0352,2.8,,,,,,,,
0.42655,-0.0034586,-0.30241,0.030608,-1.5609,4.763,-0.4837,21.371,2.9,,,,,,,,
0.42626,-0.0029329,-0.29527,0.029884,-1.531,4.6228,-0.46929,20.7418,3,,,,,,,,
0.42601,-0.0024872,-0.28836,0.029181,-1.5018,4.4898,-0.45563,20.1453,3.1,,,,,,,,
0.4258,-0.0021092,-0.28166,0.028501,-1.4733,4.3637,-0.44267,19.5792,3.2,,,,,,,,
0.42562,-0.0017886,-0.27519,0.027843,-1.4455,4.2438,-0.43038,19.0416,3.3,,,,,,,,
0.42547,-0.0015168,-0.26894,0.027207,-1.4183,4.1299,-0.41869,18.5305,3.4,,,,,,,,
0.42534,-0.0012863,-0.26291,0.026593,-1.3917,4.0216,-0.40757,18.0442,3.5,,,,,,,,
0.42523,-0.0010908,-0.25709,0.026,-1.3657,3.9183,-0.397,17.5811,3.6,,,,,,,,
0.42514,-0.00092501,-0.25148,0.025428,-1.3402,3.82,-0.38692,17.1397,3.7,,,,,,,,
0.42506,-0.00078443,-0.24607,0.024877,-1.3154,3.7261,-0.3773,16.7186,3.8,,,,,,,,
0.42499,-0.00066521,-0.24086,0.024346,-1.291,3.6365,-0.36813,16.3165,3.9,,,,,,,,
0.42493,-0.00056411,-0.23583,0.023834,-1.2672,3.5508,-0.35937,15.9322,4,,,,,,,,
0.42489,-0.00047838,-0.23099,0.023341,-1.2438,3.4689,-0.35099,15.5646,4.1,,,,,,,,
0.42485,-0.00040568,-0.22632,0.022866,-1.221,3.3905,-0.34297,15.2127,4.2,,,,,,,,
0.42481,-0.00034402,-0.22182,0.022407,-1.1986,3.3154,-0.33529,14.8757,4.3,,,,,,,,
0.42478,-0.00029174,-0.21748,0.021965,-1.1766,3.2433,-0.32794,14.5525,4.4,,,,,,,,
0.42476,-0.0002474,-0.21329,0.021539,-1.1551,3.1742,-0.32088,14.2424,4.5,,,,,,,,
0.42474,-0.0002098,-0.20926,0.021127,-1.1339,3.1079,-0.31411,13.9446,4.6,,,,,,,,
0.42472,-0.00017792,-0.20536,0.020731,-1.1132,3.0441,-0.3076,13.6585,4.7,,,,,,,,
0.4247,-0.00015088,-0.20159,0.020348,-1.0929,2.9828,-0.30134,13.3834,4.8,,,,,,,,
0.42469,-0.00012795,-0.19796,0.019978,-1.0729,2.9238,-0.29533,13.1187,4.9,,,,,,,,
0.42468,-0.0001085,-0.19445,0.01962,-1.0533,2.867,-0.28954,12.8638,5,,,,,,,,

